City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
Springdale,75,US,1612569284,39,36.1867,-94.1288,48.2,5.75
Okhotsk,99,RU,1612569284,86,59.3833,143.3,-0.26,6.91
Adrar,61,MR,1612569284,35,20.5022,-10.0711,62.01,8.37
Vanavara,100,RU,1612569284,93,60.34,102.2797,-1.05,5.41
Nioro,92,GM,1612569284,45,13.35,-15.75,70.59,11.21
Tapes,29,BR,1612569284,79,-30.6733,-51.3958,65.46,10.51
Muros,92,ES,1612569284,80,42.7762,-9.0603,51.01,5.99
Druzhba,74,UA,1612569284,96,52.0428,33.9453,10.98,10.36
Manokwari,98,ID,1612569285,72,-0.8667,134.0833,81.16,5.17
Carmaux,100,FR,1612569285,73,44.051,2.158,55.99,3.0
Ostrovnoy,100,RU,1612569285,92,68.0531,39.5131,13.66,10.38
Saint-Pierre,0,RE,1612569285,65,-21.3393,55.4781,78.8,6.91
Ouangani,0,YT,1612569285,83,-12.8464,45.1361,80.6,2.3
Torbay,90,CA,1612569285,100,47.6666,-52.7314,36.0,23.02
Valparai,1,IN,1612569285,78,10.3667,76.9667,75.2,6.91
Viedma,0,AR,1612569285,73,-40.8135,-62.9967,71.01,13.31
Tongzhou,0,CN,1612569285,63,39.9053,116.5994,24.8,2.24
Agua Prieta,0,MX,1612569285,15,31.3,-109.5667,61.0,8.01
Virginia Beach,90,US,1612569110,81,36.8529,-75.978,48.2,10.36
Matara,56,LK,1612569286,86,5.9485,80.5353,73.71,4.05
Itarema,14,BR,1612569286,82,-2.9248,-39.9167,78.04,11.65
Correntina,92,BR,1612569100,77,-13.3433,-44.6367,74.26,3.49
Broome,20,US,1612569286,47,42.2506,-75.833,33.8,18.41
Pemba,20,MZ,1612569286,83,-12.974,40.5178,80.6,4.61
Ayan,99,RU,1612569286,82,56.45,138.1667,-9.99,13.09
Kilindoni,25,TZ,1612569286,77,-7.9139,39.6668,80.65,8.28
Aktau,40,KZ,1612569286,81,43.65,51.2,42.8,17.9
Maputo,40,MZ,1612569286,89,-25.9653,32.5892,79.0,4.61
Gazojak,100,TM,1612569286,47,41.1875,61.4036,49.05,9.91
Vangaindrano,99,MG,1612569287,90,-23.35,47.6,76.44,5.1
Pangody,100,RU,1612569287,89,65.85,74.4859,-14.19,11.72
San Cristobal,75,VE,1612569235,65,7.7669,-72.225,82.4,5.75
São João da Barra,97,BR,1612569276,94,-21.6403,-41.0511,76.28,7.05
Santa Lucía,40,ES,1612569287,76,27.9117,-15.5407,59.0,12.66
Balky,75,UA,1612569287,74,47.3834,34.944,23.0,4.47
Faanui,2,PF,1612569287,63,-16.4833,-151.75,81.57,3.91
Ambilobe,82,MG,1612569287,92,-13.2,49.05,73.99,2.26
Gamba,100,GA,1612569287,87,-2.65,10.0,78.31,3.94
Inhambane,93,MZ,1612569083,86,-23.865,35.3833,78.42,6.89
Kitgum,88,UG,1612569289,34,3.2783,32.8867,75.49,1.57
Wanning,47,CN,1612569289,88,18.8003,110.3967,67.73,5.35
Yokadouma,79,CM,1612569289,31,3.5167,15.05,70.54,1.05
Lima,0,PE,1612569289,83,-12.0432,-77.0282,71.01,11.5
Umluj,21,SA,1612569289,58,25.0213,37.2685,67.93,7.36
Forbes,84,AU,1612569289,44,-33.3833,148.0167,76.21,8.16
Whakatane,55,NZ,1612569289,61,-37.9585,176.9854,70.0,4.0
Wum,59,CM,1612569185,25,6.3833,10.0667,67.57,3.51
Xianyang,0,CN,1612569290,79,34.3378,108.7026,39.99,2.24
Xai-Xai,99,MZ,1612569290,87,-25.0519,33.6442,77.34,6.33
Horsham,75,GB,1612569290,87,51.064,-0.3272,44.6,4.61
Sijunjung,99,ID,1612569290,91,-0.6876,100.9537,71.69,1.01
Imphal,1,IN,1612569290,71,24.8167,93.95,48.92,1.23
Gorontalo,100,ID,1612569290,85,0.5412,123.0595,79.63,2.01
Ceres,1,US,1612569129,41,37.5949,-120.9577,63.0,4.61
Poso,100,ID,1612569290,76,-1.3959,120.7524,78.3,2.71
Shingū,75,JP,1612569290,66,33.7333,135.9833,50.0,2.3
Hualmay,77,PE,1612569291,78,-11.0964,-77.6139,70.81,8.99
Mitsamiouli,16,KM,1612569291,71,-11.3847,43.2844,82.54,2.82
Ust-Tsilma,100,RU,1612569291,86,65.441,52.1498,-16.29,9.57
Puerto Madero,1,MX,1612569291,58,14.7208,-92.4215,84.2,11.5
Marsh Harbour,0,BS,1612569291,74,26.5412,-77.0636,71.74,10.13
Kapoeta,44,SS,1612569291,23,4.7717,33.5903,79.23,9.86
Morganton,1,US,1612569291,42,35.7454,-81.6848,44.6,4.61
Fort Nelson,20,CA,1612569291,64,58.8053,-122.7002,-13.0,6.91
San Miguel de Tucumán,40,AR,1612569164,69,-26.8241,-65.2226,78.8,6.91
Rumoi,100,JP,1612569291,94,43.9344,141.6428,33.13,7.29
Mayor Pablo Lagerenza,61,PY,1612569292,40,-19.9309,-60.7718,77.85,5.37
Meulaboh,26,ID,1612569292,86,4.1363,96.1285,76.12,4.14
Berlevåg,75,NO,1612569292,86,70.8578,29.0864,24.8,26.46
Makkah al Mukarramah,2,SA,1612569292,65,21.4267,39.8261,62.42,4.81
Kursk,100,RU,1612569270,95,51.7303,36.1939,8.46,8.93
Rapid Valley,90,US,1612569220,63,44.0625,-103.1463,27.0,5.75
Pyaozerskiy,98,RU,1612569292,96,65.8333,31.1667,11.55,4.88
Fukuechō,75,JP,1612569292,93,32.6881,128.8419,48.2,1.14
Satuk,42,TR,1612569292,66,41.2263,32.3836,43.05,4.07
Owando,53,CG,1612569293,75,-0.4819,15.8999,75.36,2.46
Marsá Maţrūḩ,40,EG,1612569293,77,31.3525,27.2453,59.0,6.91
Superior,90,US,1612569124,56,46.7208,-92.1041,6.8,20.71
Istok,0,XK,1612569293,87,42.7808,20.4875,46.0,1.61
Vostok,100,RU,1612569293,94,46.4856,135.8833,3.34,2.84
Pital,95,CO,1612569293,75,2.2665,-75.8044,72.75,4.9
Bara,0,NG,1612569293,23,10.3744,10.7288,70.25,10.87
Korla,0,CN,1612569293,83,41.7597,86.1469,25.27,2.08
Karratha,16,AU,1612569293,71,-20.7377,116.8463,81.28,13.65
Nsanje,97,MW,1612569293,90,-16.92,35.262,75.94,2.39
Najrān,0,SA,1612569294,27,17.4924,44.1277,64.4,11.25
Davila,20,PH,1612569295,88,18.4726,120.5763,69.8,2.3
Stornoway,75,GB,1612569295,75,58.2093,-6.3865,37.4,20.71
Kalemie,98,CD,1612569295,79,-5.9475,29.1947,71.58,3.31
Xinzhou,0,CN,1612569295,78,38.4092,112.7333,32.11,3.53
Touros,0,BR,1612569288,78,-5.1989,-35.4608,78.8,5.75
Yerköy,9,TR,1612569295,68,39.6381,34.4672,41.77,1.92
Olbia,40,IT,1612569295,88,40.9214,9.4856,55.4,2.3
Chillicothe,40,US,1612569296,64,39.3331,-82.9824,33.01,8.68
Chupa,100,RU,1612569296,96,66.27,33.0549,10.27,2.59
Sibolga,85,ID,1612569296,80,1.7427,98.7792,75.22,4.23
Abbeville,100,FR,1612569296,77,50.1,1.8333,44.01,4.25
Mahon,0,ES,1612569296,67,39.8885,4.2658,62.6,14.97
Troitsko-Pechorsk,100,RU,1612569296,94,62.7084,56.1964,4.75,11.61
Caucayá,94,CO,1612569296,94,-0.1934,-74.7819,74.46,0.83
Kondinskoye,100,RU,1612569296,97,59.6481,67.41,33.87,12.53
Pisco,0,PE,1612569262,83,-13.7,-76.2167,71.6,17.27
Menomonie,1,US,1612569136,61,44.8755,-91.9193,7.0,12.66
Coyhaique,1,CL,1612569297,70,-45.5752,-72.0662,67.35,4.23
Banda Aceh,14,ID,1612569297,81,5.5577,95.3222,77.49,9.13
Lahad Datu,99,MY,1612569297,90,5.0268,118.327,75.18,4.74
Kirakira,53,SB,1612569297,74,-10.4544,161.9205,84.16,10.92
Agadez,0,NE,1612569016,37,19.75,10.25,55.26,1.61
Pombas,40,CV,1612569297,68,17.1503,-25.0201,69.8,17.27
Denpasar,40,ID,1612569157,89,-8.65,115.2167,78.8,2.3
Bubaque,94,GW,1612569297,63,11.2833,-15.8333,78.4,17.52
Dudeştii Vechi,0,RO,1612569298,81,46.05,20.4833,50.0,5.75
Warrensburg,40,US,1612569298,69,38.7628,-93.7361,37.4,8.05
Flin Flon,20,CA,1612569298,63,54.7682,-101.865,-16.6,13.8
Srandakan,53,ID,1612569298,83,-7.9386,110.2506,77.83,5.1
Jijiga,0,ET,1612569298,42,9.35,42.8,55.58,2.08
Buala,42,SB,1612569298,68,-8.145,159.5921,85.51,10.78
Sisimiut,89,GL,1612569298,76,66.9395,-53.6735,14.9,13.67
Kenai,90,US,1612569298,85,60.5544,-151.2583,15.01,3.44
Toamasina,75,MG,1612569298,94,-18.1667,49.3833,77.0,2.3
Huarmey,87,PE,1612569298,74,-10.0681,-78.1522,71.47,8.59
Salekhard,100,RU,1612569299,87,66.53,66.6019,-19.7,15.26
Evanston,20,US,1612569299,67,42.0411,-87.6901,12.99,17.27
Naze,20,JP,1612569299,72,28.3667,129.4833,64.4,9.22
Carballo,100,ES,1612569299,89,43.213,-8.691,46.99,7.0
Sabzawār,65,IR,1612569299,47,36.2126,57.6819,47.39,2.1
Burns Lake,100,CA,1612569299,80,54.2331,-125.7533,28.4,2.19
Rome,90,US,1612569299,75,43.2128,-75.4557,33.8,14.97
Chernyakhovsk,40,RU,1612569131,96,54.6335,21.8156,12.6,5.7
Sept-Îles,100,CA,1612569002,93,50.2001,-66.3821,33.01,8.05
Misratah,12,LY,1612569299,54,32.3754,15.0925,63.91,13.38
Terrace,90,CA,1612569301,100,54.5163,-128.6035,33.8,12.66
Seinäjoki,75,FI,1612569301,92,62.7945,22.8282,14.0,5.75
Dudinka,99,RU,1612569301,84,69.4058,86.1778,-29.87,4.52
Launceston,90,AU,1612569301,73,-41.45,147.1667,70.0,20.71
Huai Thalaeng,0,TH,1612569301,100,14.997,102.6475,62.6,1.14
Ust-Kuyga,84,RU,1612569302,79,70.0167,135.6,-37.52,3.49
Grants,1,US,1612569096,23,35.1473,-107.8514,48.2,11.5
Kohila,90,EE,1612569302,85,59.1681,24.7575,10.99,9.22
Vila Franca do Campo,75,PT,1612569302,94,37.7167,-25.4333,55.99,4.61
Sandpoint,75,US,1612569302,42,48.2766,-116.5533,44.6,5.75
Loknya,99,RU,1612569303,92,56.83,30.1467,3.29,7.83
Canutama,100,BR,1612569303,96,-6.5339,-64.3831,74.7,1.88
Tanout,0,NE,1612569303,26,14.9709,8.8879,63.93,14.88
Kerema,95,PG,1612569303,67,-7.9631,145.7785,84.07,2.77
Leer,26,SS,1612569303,20,8.3018,30.1418,72.55,10.22
Yichang,0,CN,1612569304,72,30.7144,111.2847,45.0,2.35
Domoni,42,KM,1612569304,73,-12.2569,44.5319,79.72,2.15
Lugovoy,100,KZ,1612569304,61,42.9472,72.7644,38.91,6.78
Buckingham,84,GB,1612569304,91,51.9997,-0.9878,43.0,1.01
Pabradė,0,LT,1612569304,92,55.0,25.7833,8.6,5.75
Bodden Town,75,KY,1612569304,89,19.2833,-81.25,79.0,10.36
Nemuro,75,JP,1612569288,79,43.3236,145.575,21.2,1.14
Mogadishu,16,SO,1612569304,86,2.0371,45.3438,75.07,15.32
Moose Factory,90,CA,1612569305,93,51.2585,-80.6094,26.6,11.5
Alekseyevsk,99,RU,1612569305,92,57.8406,108.3492,1.53,5.61
Hyères,0,FR,1612569305,77,43.1167,6.1167,57.2,9.22
Moranbah,30,AU,1612569305,57,-22.0016,148.0466,83.46,5.06
Borovoy,90,RU,1612569305,86,55.4333,86.0833,15.8,6.71
Loikaw,0,MM,1612569305,58,19.6742,97.2094,58.3,2.46
Sabang,10,ID,1612569305,77,5.8933,95.3214,81.18,16.6
Aswān,0,EG,1612569305,50,24.0934,32.907,58.14,10.98
Wana,0,PK,1612569305,58,32.2989,69.5725,41.79,3.38
Anderson,1,US,1612569305,25,34.5334,-82.6499,51.8,11.5
North Bend,90,US,1612569306,93,43.4065,-124.2243,53.01,0.96
Primorsko-Akhtarsk,55,RU,1612569306,88,46.0497,38.1747,31.3,10.31
Krasnyy Chikoy,87,RU,1612569306,87,50.3643,108.7512,-6.7,3.4
Esim,10,GH,1612569306,87,4.8699,-2.2405,79.72,9.26
Makueni Boma,24,KE,1612569306,78,-1.8041,37.6203,63.5,3.27
Makakilo City,1,US,1612569306,44,21.3469,-158.0858,78.8,12.66
Adré,0,TD,1612569306,31,13.4667,22.2,58.95,22.37
Abasolo,1,MX,1612569306,7,20.45,-101.5167,84.2,7.65
Lake City,90,US,1612569306,94,30.1897,-82.6393,62.6,6.91
Havøysund,75,NO,1612569307,64,70.9963,24.6622,30.2,14.97
